week timestamp,track name,arist name,last position,weeks on list,rank,genres
2001-12-07,GOD GAVE ME EVERYTHING,Mick Jagger & Lenny Kravitz,13,4,11,['Other']
2001-12-07,MOI...LOLITA,Alizee,11,12,12,['french pop']
2001-12-07,JAZDA,T.Love,4,6,13,"['polish pop', 'polish reggae', 'polish rock']"
2001-12-07,I'LL TAKE THE RAIN,R.E.M.,25,2,14,"['alternative rock', 'athens indie', 'permanent wave', 'pop rock', 'rock']"
2001-12-07,BROOKLYŃSKA RADA ŻYDÓW,Kult,12,13,15,['new french touch']
2001-12-07,DOM NAUKI WRAZEN,Lenny Valentino,21,4,16,[]
2001-12-07,FALLIN',Alicia Keys,27,2,17,"['neo soul', 'pop', 'r&b', 'urban contemporary']"
2001-12-07,HE'S THE MAN,Mark Knopfler,29,3,18,"['album rock', 'classic rock', 'folk rock', 'mellow gold']"
2001-12-07,MAYBE,Brainstorm,14,12,19,['p funk']
2001-12-07,MARIAN,Kowalski,19,19,20,"['calming instrumental', 'focus']"
2001-12-07,"NIE, NIE, NIE",T.Love,16,16,21,"['polish pop', 'polish reggae', 'polish rock']"
2001-12-07,BAILA (SEXY THING),Zucchero,18,6,22,"['classic italian pop', 'italian adult pop', 'italian pop rock']"
2001-12-07,HUNTER,Dido,15,10,23,['pop rock']
2001-12-07,PAGAN POETRY,Björk,22,5,24,"['art pop', 'electronica', 'experimental pop', 'experimental vocal', 'icelandic experimental', 'icelandic pop', 'icelandic singer-songwriter', 'metropopolis', 'permanent wave', 'trip hop']"
2001-12-07,SIDE,Travis,20,15,25,"['hip hop', 'rap', 'slap house', 'trap']"
2001-12-07,STRANGE LITTLE GIRL,Tori Amos,23,15,26,"['art pop', 'dark pop', 'ectofolk', 'lilith', 'melancholia', 'new wave pop', 'permanent wave', 'piano rock', 'pop rock', 'singer-songwriter']"
2001-12-07,FRAGILE (LIVE),Sting,24,8,27,"['permanent wave', 'soft rock', 'sophisti-pop']"
2001-12-07,NIE POKONASZ MILOSCI,Robert Gawliński,28,5,28,"['classic polish pop', 'polish pop', 'polish rock']"
2001-12-07,FREEDOM,Paul McCartney,N,1,29,"['album rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']"
2001-12-07,MY SACRIFICE,Creed,N,1,30,"['album rock', 'classic rock', 'country rock', 'rock', 'southern rock', 'swamp rock']"
2001-12-14,SOMETHING STUPID,Robbie Williams & Nicole Kidman,1,4,1,['Other']
2001-12-14,KROK PO KROCZKU,Przyjaciele Karpia II,3,2,2,['Other']
2001-12-14,IN THE END,Linkin Park,2,9,3,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']"
2001-12-14,I'LL TAKE THE RAIN,R.E.M.,14,3,4,"['alternative rock', 'athens indie', 'permanent wave', 'pop rock', 'rock']"
2001-12-14,IN MY SECRET LIFE,Leonard Cohen,5,12,5,"['canadian singer-songwriter', 'folk', 'folk rock', 'melancholia', 'permanent wave', 'singer-songwriter']"
2001-12-14,WALK ON,U2,9,6,6,"['irish rock', 'permanent wave', 'rock']"
2001-12-14,FREELOVE,Depeche Mode,4,5,7,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop']"
2001-12-14,GOD GAVE ME EVERYTHING,Mick Jagger & Lenny Kravitz,11,5,8,['Other']
2001-12-14,ALCOHOLIC,Starsailor,8,10,9,"['britpop', 'lancashire indie', 'piano rock']"
2001-12-14,"CISZA, JA I CZAS",Hey,7,13,10,"['alt z', 'electropop', 'indie poptimism', 'pixie', 'pop', 'post-teen pop', 'social media pop']"
2001-12-14,NIEKOCHANA,O.N.A.,6,8,11,[]
2001-12-14,CUT HERE,The Cure,10,8,12,"['new wave', 'permanent wave', 'rock', 'uk post-punk']"
2001-12-14,JAZDA,T.Love,13,7,13,"['polish pop', 'polish reggae', 'polish rock']"
2001-12-14,MOI...LOLITA,Alizee,12,13,14,['french pop']
2001-12-14,HE'S THE MAN,Mark Knopfler,18,4,15,"['album rock', 'classic rock', 'folk rock', 'mellow gold']"
2001-12-14,STRANGE LITTLE GIRL,Tori Amos,26,16,16,"['art pop', 'dark pop', 'ectofolk', 'lilith', 'melancholia', 'new wave pop', 'permanent wave', 'piano rock', 'pop rock', 'singer-songwriter']"
2001-12-14,BAILA (SEXY THING),Zucchero,22,7,17,"['classic italian pop', 'italian adult pop', 'italian pop rock']"
2001-12-14,MY SACRIFICE,Creed,30,2,18,"['album rock', 'classic rock', 'country rock', 'rock', 'southern rock', 'swamp rock']"
2001-12-14,DOM NAUKI WRAZEN,Lenny Valentino,16,5,19,[]
2001-12-14,PAGAN POETRY,Björk,24,6,20,"['art pop', 'electronica', 'experimental pop', 'experimental vocal', 'icelandic experimental', 'icelandic pop', 'icelandic singer-songwriter', 'metropopolis', 'permanent wave', 'trip hop']"
2001-12-14,FALLIN',Alicia Keys,17,3,21,"['neo soul', 'pop', 'r&b', 'urban contemporary']"
2001-12-14,FREEDOM,Paul McCartney,29,2,22,"['album rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']"
2001-12-14,NIE POKONASZ MILOSCI,Robert Gawliński,28,6,23,"['classic polish pop', 'polish pop', 'polish rock']"
2001-12-14,BROOKLYŃSKA RADA ŻYDÓW,Kult,15,14,24,['new french touch']
2001-12-14,"NIE, NIE, NIE",T.Love,21,17,25,"['polish pop', 'polish reggae', 'polish rock']"
2001-12-14,HUNTER,Dido,23,11,26,['pop rock']
2001-12-14,FRAGILE (LIVE),Sting,27,9,27,"['permanent wave', 'soft rock', 'sophisti-pop']"
2001-12-14,MAYBE,Brainstorm,19,13,28,['p funk']
2001-12-14,OVERCOME,Live,N,1,29,"['alternative metal', 'alternative rock', 'pop rock', 'post-grunge', 'rock']"
2001-12-14,SIDE,Travis,25,16,30,"['hip hop', 'rap', 'slap house', 'trap']"
2001-12-21,SOMETHING STUPID,Robbie Williams & Nicole Kidman,1,5,1,['Other']
2001-12-21,IN THE END,Linkin Park,3,10,2,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']"
2001-12-21,FREELOVE,Depeche Mode,7,6,3,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop']"
2001-12-21,I'LL TAKE THE RAIN,R.E.M.,4,4,4,"['alternative rock', 'athens indie', 'permanent wave', 'pop rock', 'rock']"
2001-12-21,KROK PO KROCZKU,Przyjaciele Karpia II,2,3,5,['Other']
2001-12-21,CUT HERE,The Cure,12,9,6,"['new wave', 'permanent wave', 'rock', 'uk post-punk']"
2001-12-21,NIEKOCHANA,O.N.A.,11,9,7,[]
2001-12-21,WALK ON,U2,6,7,8,"['irish rock', 'permanent wave', 'rock']"
2001-12-21,IN MY SECRET LIFE,Leonard Cohen,5,13,9,"['canadian singer-songwriter', 'folk', 'folk rock', 'melancholia', 'permanent wave', 'singer-songwriter']"
2001-12-21,GOD GAVE ME EVERYTHING,Mick Jagger & Lenny Kravitz,8,6,10,['Other']
2001-12-21,MOI...LOLITA,Alizee,14,14,11,['french pop']
2001-12-21,"CISZA, JA I CZAS",Hey,10,14,12,"['alt z', 'electropop', 'indie poptimism', 'pixie', 'pop', 'post-teen pop', 'social media pop']"
2001-12-21,ALCOHOLIC,Starsailor,9,11,13,"['britpop', 'lancashire indie', 'piano rock']"
2001-12-21,HE'S THE MAN,Mark Knopfler,15,5,14,"['album rock', 'classic rock', 'folk rock', 'mellow gold']"
2001-12-21,PAGAN POETRY,Björk,20,7,15,"['art pop', 'electronica', 'experimental pop', 'experimental vocal', 'icelandic experimental', 'icelandic pop', 'icelandic singer-songwriter', 'metropopolis', 'permanent wave', 'trip hop']"
2001-12-21,NIE POKONASZ MILOSCI,Robert Gawliński,23,7,16,"['classic polish pop', 'polish pop', 'polish rock']"
2001-12-21,JAZDA,T.Love,13,8,17,"['polish pop', 'polish reggae', 'polish rock']"
2001-12-21,MY SACRIFICE,Creed,18,3,18,"['album rock', 'classic rock', 'country rock', 'rock', 'southern rock', 'swamp rock']"
2001-12-21,OVERCOME,Live,29,2,19,"['alternative metal', 'alternative rock', 'pop rock', 'post-grunge', 'rock']"
2001-12-21,FREEDOM,Paul McCartney,22,3,20,"['album rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']"
2001-12-21,BAILA (SEXY THING),Zucchero,17,8,21,"['classic italian pop', 'italian adult pop', 'italian pop rock']"
2001-12-21,STRANGE LITTLE GIRL,Tori Amos,16,17,22,"['art pop', 'dark pop', 'ectofolk', 'lilith', 'melancholia', 'new wave pop', 'permanent wave', 'piano rock', 'pop rock', 'singer-songwriter']"
2001-12-21,"NIE, NIE, NIE",T.Love,25,18,23,"['polish pop', 'polish reggae', 'polish rock']"
2001-12-21,LOVERS ROCK,Sade,N,1,24,"['british soul', 'neo soul', 'sophisti-pop']"
2001-12-21,MAYBE,Brainstorm,28,14,25,['p funk']
2001-12-21,DOM NAUKI WRAZEN,Lenny Valentino,19,6,26,[]
2001-12-21,FALLIN',Alicia Keys,21,4,27,"['neo soul', 'pop', 'r&b', 'urban contemporary']"
2001-12-21,SA MARZENIA,Pocztowka do Sw. Mikolaja,N,1,28,['Other']
2001-12-21,HUNTER,Dido,26,12,29,['pop rock']
2001-12-21,BROOKLYŃSKA RADA ŻYDÓW,Kult,24,15,30,['new french touch']
1984-04-07,HEART FROM THE START,Classix Nouveaux,1,7,1,"['new romantic', 'new wave', 'new wave pop', 'synthpop']"
1984-04-07,THE LION'S MOUTH,Kajagoogoo,4,4,2,"['new romantic', 'new wave', 'new wave pop', 'synthpop']"
1984-04-07,NA TO NIE MA CENY,Oddział Zamknięty,2,6,3,['polish punk']
1984-04-07,"AKU-HARA, KRAJ ZE SNU",Lombard,5,8,4,['corridos clasicos']
1984-04-07,STILL LOVING YOU,Scorpions,3,6,5,"['album rock', 'german hard rock', 'german metal', 'german rock', 'hard rock', 'metal', 'rock']"
1984-04-07,WOULDN'T IT BE GOOD,Nik Kershaw,13,5,6,"['europop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']"
1984-04-07,THRILLER,Michael Jackson,22,3,7,"['pop', 'r&b', 'soul']"
1984-04-07,CHENKO,Red Box,16,4,8,['sophisti-pop']
1984-04-07,MAŁPA I JA,Bajm,6,4,9,"['polish pop', 'polish rock']"
1984-04-07,TO TYLKO TANGO,Maanam,7,14,10,"['classic polish pop', 'polish alternative', 'polish pop', 'polish post-punk', 'polish rock']"
1984-04-07,?,Nena,12,4,11,"['german pop', 'german rock', 'new wave pop']"
1984-04-07,RUN RUNAWAY,Slade,9,7,12,"['album rock', 'art rock', 'blues rock', 'classic uk pop', 'glam rock', 'hard rock']"
1984-04-07,KURTYNA,Republika,10,10,13,"['polish post-punk', 'polish rock']"
1984-04-07,ONLY FOR LOVE,Limahl,8,20,14,"['new romantic', 'new wave pop', 'synthpop']"
1984-04-07,"NO FEAR, NO HATE, NO PAIN, NO BROKEN HEART",Eurythmics,29,2,15,"['art rock', 'dance rock', 'disco', 'europop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'sophisti-pop', 'synthpop']"
1984-04-07,HELLO,Lionel Richie,20,5,16,"['adult standards', 'disco', 'mellow gold', 'quiet storm', 'soft rock']"
1984-04-07,ZIMNE KINO,Kapitan Nemo,18,5,17,['polish synthpop']
1984-04-07,(FEELS LIKE) HEAVEN,Fiction Factory,24,6,18,"['new romantic', 'new wave', 'new wave pop', 'scottish new wave', 'synthpop']"
1984-04-07,UCIECZKA Z TROPIKU,Marek Biliński,11,8,19,"['polish electronica', 'polish synthpop']"
1984-04-07,HIDE AND SEEK,Howard Jones,25,3,20,"['mellow gold', 'new romantic', 'new wave', 'new wave pop', 'pop rock', 'soft rock', 'synthpop']"
1984-04-07,KARA ŚMIERCI,Kombi,28,3,21,"['classic russian pop', 'russian pop', 'soviet synthpop']"
1984-04-07,SOMEBODY'S WATCHING ME,Rockwell & Michael Jackson,15,6,22,['Other']
1984-04-07,RADIO GA-GA,Queen,14,11,23,"['classic rock', 'glam rock', 'rock']"
1984-04-07,"JEZU, JAK SIĘ CIESZĘ",Klaus Mitffoch,17,11,24,"['classic polish pop', 'polish post-punk', 'polish rock']"
1984-04-07,HERE COMES THE RAIN AGAIN,Eurythmics,19,15,25,"['art rock', 'dance rock', 'disco', 'europop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'sophisti-pop', 'synthpop']"
1984-04-07,FABRYKA MAŁP,Lady Pank,21,14,26,['polish rock']
1984-04-07,IT'S A MIRACLE,Culture Club,36,2,27,"['disco', 'europop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']"
1984-04-07,ADULT EDUCATION,Daryl Hall & John Oates,31,6,28,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']"
1984-04-07,MURDER BY NUMBERS,The Police,35,3,29,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'new wave', 'permanent wave', 'rock', 'soft rock']"
1984-04-07,AGAINST ALL ODDS (TAKE A LOOK AT ME NOW),Phil Collins,40,2,30,"['mellow gold', 'rock drums', 'soft rock']"
2001-12-28,IN THE END,Linkin Park,2,11,1,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']"
2001-12-28,SOMETHING STUPID,Robbie Williams & Nicole Kidman,1,6,2,['Other']
2001-12-28,I'LL TAKE THE RAIN,R.E.M.,4,5,3,"['alternative rock', 'athens indie', 'permanent wave', 'pop rock', 'rock']"
2001-12-28,FREELOVE,Depeche Mode,3,7,4,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop']"
2001-12-28,MOI...LOLITA,Alizee,11,15,5,['french pop']
2001-12-28,GOD GAVE ME EVERYTHING,Mick Jagger & Lenny Kravitz,10,7,6,['Other']
2001-12-28,OVERCOME,Live,19,3,7,"['alternative metal', 'alternative rock', 'pop rock', 'post-grunge', 'rock']"
2001-12-28,CUT HERE,The Cure,6,10,8,"['new wave', 'permanent wave', 'rock', 'uk post-punk']"
2001-12-28,NIEKOCHANA,O.N.A.,7,10,9,[]
2001-12-28,IN MY SECRET LIFE,Leonard Cohen,9,14,10,"['canadian singer-songwriter', 'folk', 'folk rock', 'melancholia', 'permanent wave', 'singer-songwriter']"
2001-12-28,WALK ON,U2,8,8,11,"['irish rock', 'permanent wave', 'rock']"
2001-12-28,NIE POKONASZ MILOSCI,Robert Gawliński,16,8,12,"['classic polish pop', 'polish pop', 'polish rock']"
2001-12-28,MY SACRIFICE,Creed,18,4,13,"['album rock', 'classic rock', 'country rock', 'rock', 'southern rock', 'swamp rock']"
2001-12-28,"CISZA, JA I CZAS",Hey,12,15,14,"['alt z', 'electropop', 'indie poptimism', 'pixie', 'pop', 'post-teen pop', 'social media pop']"
2001-12-28,HUNTER,Dido,29,13,15,['pop rock']
2001-12-28,HE'S THE MAN,Mark Knopfler,14,6,16,"['album rock', 'classic rock', 'folk rock', 'mellow gold']"
2001-12-28,FREEDOM,Paul McCartney,20,4,17,"['album rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']"
2001-12-28,LOVERS ROCK,Sade,24,2,18,"['british soul', 'neo soul', 'sophisti-pop']"
2001-12-28,BAILA (SEXY THING),Zucchero,21,9,19,"['classic italian pop', 'italian adult pop', 'italian pop rock']"
2001-12-28,PAGAN POETRY,Björk,15,8,20,"['art pop', 'electronica', 'experimental pop', 'experimental vocal', 'icelandic experimental', 'icelandic pop', 'icelandic singer-songwriter', 'metropopolis', 'permanent wave', 'trip hop']"
2001-12-28,JAZDA,T.Love,17,9,21,"['polish pop', 'polish reggae', 'polish rock']"
2001-12-28,STRANGE LITTLE GIRL,Tori Amos,22,18,22,"['art pop', 'dark pop', 'ectofolk', 'lilith', 'melancholia', 'new wave pop', 'permanent wave', 'piano rock', 'pop rock', 'singer-songwriter']"
2001-12-28,FALLIN',Alicia Keys,27,5,23,"['neo soul', 'pop', 'r&b', 'urban contemporary']"
2001-12-28,SA MARZENIA,Pocztowka do Sw. Mikolaja,28,2,24,['Other']
2001-12-28,KROK PO KROCZKU,Przyjaciele Karpia II,5,4,25,['Other']
2001-12-28,ALCOHOLIC,Starsailor,13,12,26,"['britpop', 'lancashire indie', 'piano rock']"
2001-12-28,DOM NAUKI WRAZEN,Lenny Valentino,26,7,27,[]
2001-12-28,JESZCZE JEDEN POCALUNEK,Maanam,N,1,28,"['classic polish pop', 'polish alternative', 'polish pop', 'polish post-punk', 'polish rock']"
2001-12-28,"NIE, NIE, NIE",T.Love,23,19,29,"['polish pop', 'polish reggae', 'polish rock']"
2001-12-28,MAYBE,Brainstorm,25,15,30,['p funk']
2002-01-04,IN THE END,Linkin Park,1,12,1,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']"
2002-01-04,SOMETHING STUPID,Robbie Williams & Nicole Kidman,2,7,2,['Other']
2002-01-04,FREELOVE,Depeche Mode,4,8,3,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop']"
2002-01-04,WALK ON,U2,11,9,4,"['irish rock', 'permanent wave', 'rock']"
2002-01-04,OVERCOME,Live,7,4,5,"['alternative metal', 'alternative rock', 'pop rock', 'post-grunge', 'rock']"
2002-01-04,NIEKOCHANA,O.N.A.,9,11,6,[]
2002-01-04,NIE POKONASZ MILOSCI,Robert Gawliński,12,9,7,"['classic polish pop', 'polish pop', 'polish rock']"
2002-01-04,GOD GAVE ME EVERYTHING,Mick Jagger & Lenny Kravitz,6,8,8,['Other']
2002-01-04,I'LL TAKE THE RAIN,R.E.M.,3,6,9,"['alternative rock', 'athens indie', 'permanent wave', 'pop rock', 'rock']"
2002-01-04,CUT HERE,The Cure,8,11,10,"['new wave', 'permanent wave', 'rock', 'uk post-punk']"
2002-01-04,IN MY SECRET LIFE,Leonard Cohen,10,15,11,"['canadian singer-songwriter', 'folk', 'folk rock', 'melancholia', 'permanent wave', 'singer-songwriter']"
2002-01-04,MOI...LOLITA,Alizee,5,16,12,['french pop']
2002-01-04,MY SACRIFICE,Creed,13,5,13,"['album rock', 'classic rock', 'country rock', 'rock', 'southern rock', 'swamp rock']"
2002-01-04,FREEDOM,Paul McCartney,17,5,14,"['album rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']"
2002-01-04,LOVERS ROCK,Sade,18,3,15,"['british soul', 'neo soul', 'sophisti-pop']"
2002-01-04,HE'S THE MAN,Mark Knopfler,16,7,16,"['album rock', 'classic rock', 'folk rock', 'mellow gold']"
2002-01-04,PAGAN POETRY,Björk,20,9,17,"['art pop', 'electronica', 'experimental pop', 'experimental vocal', 'icelandic experimental', 'icelandic pop', 'icelandic singer-songwriter', 'metropopolis', 'permanent wave', 'trip hop']"
2002-01-04,BAILA (SEXY THING),Zucchero,19,10,18,"['classic italian pop', 'italian adult pop', 'italian pop rock']"
2002-01-04,"CISZA, JA I CZAS",Hey,14,16,19,"['alt z', 'electropop', 'indie poptimism', 'pixie', 'pop', 'post-teen pop', 'social media pop']"
2002-01-04,STRANGE LITTLE GIRL,Tori Amos,22,19,20,"['art pop', 'dark pop', 'ectofolk', 'lilith', 'melancholia', 'new wave pop', 'permanent wave', 'piano rock', 'pop rock', 'singer-songwriter']"
2002-01-04,HUNTER,Dido,15,14,21,['pop rock']
2002-01-04,JAZDA,T.Love,21,10,22,"['polish pop', 'polish reggae', 'polish rock']"
2002-01-04,FALLIN',Alicia Keys,23,6,23,"['neo soul', 'pop', 'r&b', 'urban contemporary']"
2002-01-04,HOW YOU REMIND ME,Nickelback,N,1,24,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']"
2002-01-04,"LACZMY SIE W PARY, KOCHAJMY SIE",Kult,N,1,25,['new french touch']
2002-01-04,KROK PO KROCZKU,Przyjaciele Karpia II,25,5,26,['Other']
2002-01-04,SA MARZENIA,Pocztowka do Sw. Mikolaja,24,3,27,['Other']
2002-01-04,JESZCZE JEDEN POCALUNEK,Maanam,28,2,28,"['classic polish pop', 'polish alternative', 'polish pop', 'polish post-punk', 'polish rock']"
2002-01-04,KAZIMIERZ DOLNY NAD WISLA,Marek Grechuta,N,1,29,"['classic polish pop', 'poezja spiewana', 'sung poetry']"
2002-01-04,WHAT'S GOING ON,Bono & Chris Martin,N,1,30,['Other']
2002-01-11,FREELOVE,Depeche Mode,3,9,1,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop']"
2002-01-11,IN THE END,Linkin Park,1,13,2,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']"
2002-01-11,OVERCOME,Live,5,5,3,"['alternative metal', 'alternative rock', 'pop rock', 'post-grunge', 'rock']"
2002-01-11,SOMETHING STUPID,Robbie Williams & Nicole Kidman,2,8,4,['Other']
2002-01-11,WALK ON,U2,4,10,5,"['irish rock', 'permanent wave', 'rock']"
2002-01-11,NIEKOCHANA,O.N.A.,6,12,6,[]
2002-01-11,MY SACRIFICE,Creed,13,6,7,"['album rock', 'classic rock', 'country rock', 'rock', 'southern rock', 'swamp rock']"
2002-01-11,CUT HERE,The Cure,10,12,8,"['new wave', 'permanent wave', 'rock', 'uk post-punk']"
2002-01-11,GOD GAVE ME EVERYTHING,Mick Jagger & Lenny Kravitz,8,9,9,['Other']
2002-01-11,I'LL TAKE THE RAIN,R.E.M.,9,7,10,"['alternative rock', 'athens indie', 'permanent wave', 'pop rock', 'rock']"
2002-01-11,IN MY SECRET LIFE,Leonard Cohen,11,16,11,"['canadian singer-songwriter', 'folk', 'folk rock', 'melancholia', 'permanent wave', 'singer-songwriter']"
2002-01-11,NIE POKONASZ MILOSCI,Robert Gawliński,7,10,12,"['classic polish pop', 'polish pop', 'polish rock']"
2002-01-11,FREEDOM,Paul McCartney,14,6,13,"['album rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']"
2002-01-11,LOVERS ROCK,Sade,15,4,14,"['british soul', 'neo soul', 'sophisti-pop']"
2002-01-11,HOW YOU REMIND ME,Nickelback,24,2,15,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']"
2002-01-11,BAILA (SEXY THING),Zucchero,18,11,16,"['classic italian pop', 'italian adult pop', 'italian pop rock']"
2002-01-11,PAGAN POETRY,Björk,17,10,17,"['art pop', 'electronica', 'experimental pop', 'experimental vocal', 'icelandic experimental', 'icelandic pop', 'icelandic singer-songwriter', 'metropopolis', 'permanent wave', 'trip hop']"
2002-01-11,MOI...LOLITA,Alizee,12,17,18,['french pop']
2002-01-11,"CISZA, JA I CZAS",Hey,19,17,19,"['alt z', 'electropop', 'indie poptimism', 'pixie', 'pop', 'post-teen pop', 'social media pop']"
2002-01-11,HE'S THE MAN,Mark Knopfler,16,8,20,"['album rock', 'classic rock', 'folk rock', 'mellow gold']"
2002-01-11,"LACZMY SIE W PARY, KOCHAJMY SIE",Kult,25,2,21,['new french touch']
2002-01-11,JAZDA,T.Love,22,11,22,"['polish pop', 'polish reggae', 'polish rock']"
2002-01-11,STRANGE LITTLE GIRL,Tori Amos,20,20,23,"['art pop', 'dark pop', 'ectofolk', 'lilith', 'melancholia', 'new wave pop', 'permanent wave', 'piano rock', 'pop rock', 'singer-songwriter']"
2002-01-11,FALLIN',Alicia Keys,23,7,24,"['neo soul', 'pop', 'r&b', 'urban contemporary']"
2002-01-11,TIME IS TICKING OUT,The Cranberries,N,1,25,"['irish rock', 'pop rock']"
2002-01-11,JESZCZE JEDEN POCALUNEK,Maanam,28,3,26,"['classic polish pop', 'polish alternative', 'polish pop', 'polish post-punk', 'polish rock']"
2002-01-11,HUNTER,Dido,21,15,27,['pop rock']
2002-01-11,HANDS CLEAN,Alanis Morissette,N,1,28,"['canadian pop', 'canadian singer-songwriter', 'lilith', 'pop rock', 'singer-songwriter']"
2002-01-11,KAZIMIERZ DOLNY NAD WISLA,Marek Grechuta,29,2,29,"['classic polish pop', 'poezja spiewana', 'sung poetry']"
2002-01-11,WHAT'S GOING ON,Bono & Chris Martin,30,2,30,['Other']
2002-01-18,FREELOVE,Depeche Mode,1,10,1,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop']"
2002-01-18,IN THE END,Linkin Park,2,14,2,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']"
2002-01-18,OVERCOME,Live,3,6,3,"['alternative metal', 'alternative rock', 'pop rock', 'post-grunge', 'rock']"
2002-01-18,MY SACRIFICE,Creed,7,7,4,"['album rock', 'classic rock', 'country rock', 'rock', 'southern rock', 'swamp rock']"
2002-01-18,WALK ON,U2,5,11,5,"['irish rock', 'permanent wave', 'rock']"
2002-01-18,SOMETHING STUPID,Robbie Williams & Nicole Kidman,4,9,6,['Other']
2002-01-18,NIEKOCHANA,O.N.A.,6,13,7,[]
2002-01-18,HOW YOU REMIND ME,Nickelback,15,3,8,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']"
2002-01-18,IN MY SECRET LIFE,Leonard Cohen,11,17,9,"['canadian singer-songwriter', 'folk', 'folk rock', 'melancholia', 'permanent wave', 'singer-songwriter']"
2002-01-18,GOD GAVE ME EVERYTHING,Mick Jagger & Lenny Kravitz,9,10,10,['Other']
2002-01-18,CUT HERE,The Cure,8,13,11,"['new wave', 'permanent wave', 'rock', 'uk post-punk']"
2002-01-18,"LACZMY SIE W PARY, KOCHAJMY SIE",Kult,21,3,12,['new french touch']
2002-01-18,I'LL TAKE THE RAIN,R.E.M.,10,8,13,"['alternative rock', 'athens indie', 'permanent wave', 'pop rock', 'rock']"
2002-01-18,LOVERS ROCK,Sade,14,5,14,"['british soul', 'neo soul', 'sophisti-pop']"
2002-01-18,FREEDOM,Paul McCartney,13,7,15,"['album rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']"
2002-01-18,"CISZA, JA I CZAS",Hey,19,18,16,"['alt z', 'electropop', 'indie poptimism', 'pixie', 'pop', 'post-teen pop', 'social media pop']"
2002-01-18,PAGAN POETRY,Björk,17,11,17,"['art pop', 'electronica', 'experimental pop', 'experimental vocal', 'icelandic experimental', 'icelandic pop', 'icelandic singer-songwriter', 'metropopolis', 'permanent wave', 'trip hop']"
2002-01-18,NIE POKONASZ MILOSCI,Robert Gawliński,12,11,18,"['classic polish pop', 'polish pop', 'polish rock']"
2002-01-18,HANDS CLEAN,Alanis Morissette,28,2,19,"['canadian pop', 'canadian singer-songwriter', 'lilith', 'pop rock', 'singer-songwriter']"
2002-01-18,TIME IS TICKING OUT,The Cranberries,25,2,20,"['irish rock', 'pop rock']"
2002-01-18,BAILA (SEXY THING),Zucchero,16,12,21,"['classic italian pop', 'italian adult pop', 'italian pop rock']"
2002-01-18,MOI...LOLITA,Alizee,18,18,22,['french pop']
2002-01-18,JAZDA,T.Love,22,12,23,"['polish pop', 'polish reggae', 'polish rock']"
2002-01-18,STRANGE LITTLE GIRL,Tori Amos,23,21,24,"['art pop', 'dark pop', 'ectofolk', 'lilith', 'melancholia', 'new wave pop', 'permanent wave', 'piano rock', 'pop rock', 'singer-songwriter']"
2002-01-18,HE'S THE MAN,Mark Knopfler,20,9,25,"['album rock', 'classic rock', 'folk rock', 'mellow gold']"
2002-01-18,JESZCZE JEDEN POCALUNEK,Maanam,26,4,26,"['classic polish pop', 'polish alternative', 'polish pop', 'polish post-punk', 'polish rock']"
2002-01-18,AMSTERDAM,Negatyw,N,1,27,['polish alternative rock']
2002-01-18,WHAT'S GOING ON,Bono & Chris Martin,30,3,28,['Other']
2002-01-18,KAZIMIERZ DOLNY NAD WISLA,Marek Grechuta,29,3,29,"['classic polish pop', 'poezja spiewana', 'sung poetry']"
2002-01-18,JAK CZLOWIEK UPARTY,Ewa Bem,N,1,30,['classic polish pop']
